Hourly measurement data supplied by UK-air on 25/02/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow Great Western Road",
Latitude,,55.872038,,
Longitude,,-4.270936,,
Site Type,,Urban Traffic,,
Zone,,Central Scotland,,
Agglomeration,,Glasgow Urban Area,,
Local Authority,,"Glasgow",,
Date,Time,"Nitrogen dioxide",Status
2022-11-26,07:00:00,13.46413,V ugm-3
2022-11-26,08:00:00,17.1411,V ugm-3
2022-11-26,09:00:00,24.67476,V ugm-3
2022-11-26,10:00:00,30.13305,V ugm-3
2022-11-26,11:00:00,26.0267,V ugm-3
2022-11-26,12:00:00,30.66657,V ugm-3
2022-11-26,13:00:00,35.63626,V ugm-3
2022-11-26,14:00:00,29.74147,V ugm-3
2022-11-26,15:00:00,23.78237,V ugm-3
2022-11-26,16:00:00,24.63859,V ugm-3
2022-11-26,17:00:00,21.37308,V ugm-3
2022-11-26,18:00:00,19.36463,V ugm-3
2022-11-26,19:00:00,19.51167,V ugm-3
2022-11-26,20:00:00,18.08056,V ugm-3
2022-11-26,21:00:00,22.56932,V ugm-3
2022-11-26,22:00:00,24.21787,V ugm-3
2022-11-26,23:00:00,14.44955,V ugm-3
2022-11-26,24:00:00,10.49737,V ugm-3
2022-11-27,01:00:00,2.64124,V ugm-3
2022-11-27,02:00:00,2.57521,V ugm-3
2022-11-27,03:00:00,2.22191,V ugm-3
2022-11-27,04:00:00,1.83746,V ugm-3
2022-11-27,05:00:00,2.12593,V ugm-3
2022-11-27,06:00:00,2.61349,V ugm-3
2022-11-27,07:00:00,3.96696,V ugm-3
2022-11-27,08:00:00,4.11246,V ugm-3
2022-11-27,09:00:00,6.13985,V ugm-3
2022-11-27,10:00:00,8.60682,V ugm-3
2022-11-27,11:00:00,11.64001,V ugm-3
2022-11-27,12:00:00,21.41251,V ugm-3
2022-11-27,13:00:00,20.47508,V ugm-3
2022-11-27,14:00:00,27.0811,V ugm-3
2022-11-27,15:00:00,24.95161,V ugm-3
2022-11-27,16:00:00,32.36636,V ugm-3
2022-11-27,17:00:00,34.29513,V ugm-3
2022-11-27,18:00:00,25.59579,V ugm-3
2022-11-27,19:00:00,36.59815,V ugm-3
2022-11-27,20:00:00,43.00802,V ugm-3
2022-11-27,21:00:00,37.37764,V ugm-3
2022-11-27,22:00:00,39.7802,V ugm-3
2022-11-27,23:00:00,41.83338,V ugm-3
2022-11-27,24:00:00,36.13198,V ugm-3
2022-11-28,01:00:00,33.85342,V ugm-3
2022-11-28,02:00:00,20.99909,V ugm-3
2022-11-28,03:00:00,22.14238,V ugm-3
2022-11-28,04:00:00,21.50778,V ugm-3
2022-11-28,05:00:00,19.67898,V ugm-3
2022-11-28,06:00:00,24.95701,V ugm-3
2022-11-28,07:00:00,54.68584,V ugm-3
2022-11-28,08:00:00,47.82671,V ugm-3
2022-11-28,09:00:00,67.32711,V ugm-3
2022-11-28,10:00:00,67.85226,V ugm-3
2022-11-28,11:00:00,54.16494,V ugm-3
2022-11-28,12:00:00,50.04321,V ugm-3
2022-11-28,13:00:00,45.89203,V ugm-3
2022-11-28,14:00:00,62.38332,V ugm-3
2022-11-28,15:00:00,66.7949,V ugm-3
2022-11-28,16:00:00,93.15954,V ugm-3
2022-11-28,17:00:00,76.43489,V ugm-3
2022-11-28,18:00:00,80.61629,V ugm-3
2022-11-28,19:00:00,80.49482,V ugm-3
2022-11-28,20:00:00,75.5155,V ugm-3
2022-11-28,21:00:00,74.65708,V ugm-3
2022-11-28,22:00:00,65.83871,V ugm-3
2022-11-28,23:00:00,56.68557,V ugm-3
2022-11-28,24:00:00,47.94134,V ugm-3
2022-11-29,01:00:00,53.33474,V ugm-3
2022-11-29,02:00:00,55.8364,V ugm-3
2022-11-29,03:00:00,48.15676,V ugm-3
2022-11-29,04:00:00,50.03886,V ugm-3
2022-11-29,05:00:00,48.03271,V ugm-3
2022-11-29,06:00:00,43.81899,V ugm-3
2022-11-29,07:00:00,46.7039,V ugm-3
2022-11-29,08:00:00,55.3149,V ugm-3
2022-11-29,09:00:00,58.42957,V ugm-3
2022-11-29,10:00:00,54.87276,V ugm-3
2022-11-29,11:00:00,No data,V ugm-3
2022-11-29,12:00:00,No data,V ugm-3
2022-11-29,13:00:00,56.1255,V ugm-3
2022-11-29,14:00:00,53.95075,V ugm-3
2022-11-29,15:00:00,60.1904,V ugm-3
2022-11-29,16:00:00,50.57578,V ugm-3
2022-11-29,17:00:00,53.82543,V ugm-3
2022-11-29,18:00:00,57.91557,V ugm-3
2022-11-29,19:00:00,59.64532,V ugm-3
2022-11-29,20:00:00,54.45783,V ugm-3
2022-11-29,21:00:00,50.98134,V ugm-3
2022-11-29,22:00:00,45.85572,V ugm-3
2022-11-29,23:00:00,36.71326,V ugm-3
2022-11-29,24:00:00,33.52254,V ugm-3
2022-11-30,01:00:00,32.44834,V ugm-3
2022-11-30,02:00:00,37.0799,V ugm-3
2022-11-30,03:00:00,38.71458,V ugm-3
2022-11-30,04:00:00,43.66115,V ugm-3
2022-11-30,05:00:00,45.1079,V ugm-3
2022-11-30,06:00:00,45.96445,V ugm-3
2022-11-30,07:00:00,44.45337,V ugm-3
2022-11-30,08:00:00,50.7923,V ugm-3
2022-11-30,09:00:00,No data,V ugm-3
2022-11-30,10:00:00,58.0501,V ugm-3
2022-11-30,11:00:00,55.95461,V ugm-3
2022-11-30,12:00:00,41.11318,V ugm-3
2022-11-30,13:00:00,44.23042,V ugm-3
2022-11-30,14:00:00,54.5663,V ugm-3
2022-11-30,15:00:00,50.98211,V ugm-3
2022-11-30,16:00:00,52.64318,V ugm-3
2022-11-30,17:00:00,53.3612,V ugm-3
2022-11-30,18:00:00,50.66526,V ugm-3
2022-11-30,19:00:00,39.50535,V ugm-3
2022-11-30,20:00:00,40.12179,V ugm-3
2022-11-30,21:00:00,34.52044,V ugm-3
2022-11-30,22:00:00,24.86249,V ugm-3
2022-11-30,23:00:00,23.016,V ugm-3
2022-11-30,24:00:00,21.70857,V ugm-3
2022-12-01,01:00:00,19.22783,V ugm-3
2022-12-01,02:00:00,16.16298,V ugm-3
2022-12-01,03:00:00,15.94895,V ugm-3
2022-12-01,04:00:00,12.30601,V ugm-3
2022-12-01,05:00:00,13.60919,V ugm-3
2022-12-01,06:00:00,14.72632,V ugm-3
2022-12-01,07:00:00,21.09275,V ugm-3
2022-12-01,08:00:00,28.11801,V ugm-3
2022-12-01,09:00:00,34.57753,V ugm-3
2022-12-01,10:00:00,37.51386,V ugm-3
2022-12-01,11:00:00,38.45779,V ugm-3
2022-12-01,12:00:00,41.70997,V ugm-3
2022-12-01,13:00:00,36.02187,V ugm-3
2022-12-01,14:00:00,38.10535,V ugm-3
2022-12-01,15:00:00,52.14389,V ugm-3
2022-12-01,16:00:00,54.29371,V ugm-3
2022-12-01,17:00:00,54.30399,V ugm-3
2022-12-01,18:00:00,51.1013,V ugm-3
2022-12-01,19:00:00,50.49347,V ugm-3
2022-12-01,20:00:00,44.70495,V ugm-3
2022-12-01,21:00:00,43.86885,V ugm-3
2022-12-01,22:00:00,53.02289,V ugm-3
2022-12-01,23:00:00,46.61018,V ugm-3
2022-12-01,24:00:00,44.70208,V ugm-3
2022-12-02,01:00:00,37.92157,V ugm-3
2022-12-02,02:00:00,29.80067,V ugm-3
2022-12-02,03:00:00,21.6098,V ugm-3
2022-12-02,04:00:00,21.91681,V ugm-3
2022-12-02,05:00:00,27.58655,V ugm-3
2022-12-02,06:00:00,25.19126,V ugm-3
2022-12-02,07:00:00,29.33203,V ugm-3
2022-12-02,08:00:00,38.58405,V ugm-3
2022-12-02,09:00:00,41.64472,V ugm-3
2022-12-02,10:00:00,40.71064,V ugm-3
2022-12-02,11:00:00,40.15314,V ugm-3
2022-12-02,12:00:00,38.33089,V ugm-3
2022-12-02,13:00:00,39.22364,V ugm-3
2022-12-02,14:00:00,43.00008,V ugm-3
2022-12-02,15:00:00,44.32462,V ugm-3
2022-12-02,16:00:00,40.82593,V ugm-3
2022-12-02,17:00:00,39.23469,V ugm-3
2022-12-02,18:00:00,39.62203,V ugm-3
2022-12-02,19:00:00,38.3731,V ugm-3
2022-12-02,20:00:00,35.43482,V ugm-3
2022-12-02,21:00:00,29.07857,V ugm-3
2022-12-02,22:00:00,30.57059,V ugm-3
2022-12-02,23:00:00,32.13403,V ugm-3
2022-12-02,24:00:00,30.78013,V ugm-3
2022-12-03,01:00:00,22.86729,V ugm-3
2022-12-03,02:00:00,20.89671,V ugm-3
2022-12-03,03:00:00,22.72735,V ugm-3
2022-12-03,04:00:00,21.70845,V ugm-3
2022-12-03,05:00:00,21.93854,V ugm-3
2022-12-03,06:00:00,25.42004,V ugm-3
2022-12-03,07:00:00,26.21033,V ugm-3
2022-12-03,08:00:00,26.65423,V ugm-3
2022-12-03,09:00:00,49.30827,V ugm-3
2022-12-03,10:00:00,43.72038,V ugm-3
2022-12-03,11:00:00,38.10308,V ugm-3
2022-12-03,12:00:00,35.05874,V ugm-3
2022-12-03,13:00:00,30.85618,V ugm-3
2022-12-03,14:00:00,33.41986,V ugm-3
2022-12-03,15:00:00,24.80478,V ugm-3
2022-12-03,16:00:00,31.65777,V ugm-3
2022-12-03,17:00:00,43.32027,V ugm-3
2022-12-03,18:00:00,41.28606,V ugm-3
2022-12-03,19:00:00,37.15177,V ugm-3
2022-12-03,20:00:00,38.95167,V ugm-3
2022-12-03,21:00:00,51.93367,V ugm-3
2022-12-03,22:00:00,41.27467,V ugm-3
2022-12-03,23:00:00,33.51535,V ugm-3
2022-12-03,24:00:00,26.41574,V ugm-3
2022-12-04,01:00:00,9.72163,V ugm-3
2022-12-04,02:00:00,14.26316,V ugm-3
2022-12-04,03:00:00,7.46993,V ugm-3
2022-12-04,04:00:00,15.89517,V ugm-3
2022-12-04,05:00:00,6.65573,V ugm-3
2022-12-04,06:00:00,5.53691,V ugm-3
2022-12-04,07:00:00,5.80934,V ugm-3
2022-12-04,08:00:00,4.86099,V ugm-3
2022-12-04,09:00:00,6.57384,V ugm-3
2022-12-04,10:00:00,7.4586,V ugm-3
2022-12-04,11:00:00,7.412,V ugm-3
2022-12-04,12:00:00,7.77095,V ugm-3
2022-12-04,13:00:00,9.6625,V ugm-3
2022-12-04,14:00:00,10.28719,V ugm-3
2022-12-04,15:00:00,13.17885,V ugm-3
2022-12-04,16:00:00,11.40885,V ugm-3
2022-12-04,17:00:00,11.09726,V ugm-3
2022-12-04,18:00:00,12.53718,V ugm-3
2022-12-04,19:00:00,14.79077,V ugm-3
2022-12-04,20:00:00,16.68181,V ugm-3
2022-12-04,21:00:00,12.34664,V ugm-3
2022-12-04,22:00:00,8.00964,V ugm-3
2022-12-04,23:00:00,9.44416,V ugm-3
2022-12-04,24:00:00,13.20641,V ugm-3
2022-12-05,01:00:00,13.42629,V ugm-3
2022-12-05,02:00:00,5.40342,V ugm-3
2022-12-05,03:00:00,4.59318,V ugm-3
2022-12-05,04:00:00,4.63924,V ugm-3
2022-12-05,05:00:00,5.2254,V ugm-3
2022-12-05,06:00:00,7.02239,V ugm-3
2022-12-05,07:00:00,7.69816,V ugm-3
2022-12-05,08:00:00,11.09697,V ugm-3
2022-12-05,09:00:00,16.68665,V ugm-3
2022-12-05,10:00:00,21.65704,V ugm-3
2022-12-05,11:00:00,14.14817,V ugm-3
2022-12-05,12:00:00,15.31293,V ugm-3
2022-12-05,13:00:00,11.35905,V ugm-3
2022-12-05,14:00:00,10.91055,V ugm-3
2022-12-05,15:00:00,16.58663,V ugm-3
2022-12-05,16:00:00,22.80062,V ugm-3
2022-12-05,17:00:00,38.19442,V ugm-3
2022-12-05,18:00:00,39.39415,V ugm-3
2022-12-05,19:00:00,56.00396,V ugm-3
2022-12-05,20:00:00,74.29113,V ugm-3
2022-12-05,21:00:00,62.53393,V ugm-3
2022-12-05,22:00:00,60.02133,V ugm-3
2022-12-05,23:00:00,64.76855,V ugm-3
2022-12-05,24:00:00,60.94164,V ugm-3
2022-12-06,01:00:00,57.29471,V ugm-3
2022-12-06,02:00:00,51.67188,V ugm-3
2022-12-06,03:00:00,47.57901,V ugm-3
2022-12-06,04:00:00,45.76415,V ugm-3
2022-12-06,05:00:00,43.95307,V ugm-3
2022-12-06,06:00:00,44.79801,V ugm-3
2022-12-06,07:00:00,50.54677,V ugm-3
2022-12-06,08:00:00,58.07665,V ugm-3
2022-12-06,09:00:00,69.04665,V ugm-3
2022-12-06,10:00:00,88.80494,V ugm-3
2022-12-06,11:00:00,88.7053,V ugm-3
2022-12-06,12:00:00,60.58898,V ugm-3
2022-12-06,13:00:00,64.92956,V ugm-3
2022-12-06,14:00:00,19.72978,V ugm-3
2022-12-06,15:00:00,26.86442,V ugm-3
2022-12-06,16:00:00,41.14114,V ugm-3
2022-12-06,17:00:00,72.74146,V ugm-3
2022-12-06,18:00:00,86.18058,V ugm-3
2022-12-06,19:00:00,89.02266,V ugm-3
2022-12-06,20:00:00,80.65421,V ugm-3
2022-12-06,21:00:00,73.70621,V ugm-3
2022-12-06,22:00:00,79.16344,V ugm-3
2022-12-06,23:00:00,75.86414,V ugm-3
2022-12-06,24:00:00,71.99279,V ugm-3
2022-12-07,01:00:00,62.65812,V ugm-3
2022-12-07,02:00:00,53.66351,V ugm-3
2022-12-07,03:00:00,52.23679,V ugm-3
2022-12-07,04:00:00,47.29281,V ugm-3
2022-12-07,05:00:00,46.20194,V ugm-3
2022-12-07,06:00:00,51.30869,V ugm-3
2022-12-07,07:00:00,53.27534,V ugm-3
2022-12-07,08:00:00,63.72588,V ugm-3
2022-12-07,09:00:00,66.9302,V ugm-3
2022-12-07,10:00:00,73.25687,V ugm-3
2022-12-07,11:00:00,72.49888,V ugm-3
2022-12-07,12:00:00,69.44045,V ugm-3
2022-12-07,13:00:00,62.1371,V ugm-3
2022-12-07,14:00:00,55.47132,V ugm-3
2022-12-07,15:00:00,58.89636,V ugm-3
2022-12-07,16:00:00,68.12003,V ugm-3
2022-12-07,17:00:00,73.36855,V ugm-3
2022-12-07,18:00:00,83.10711,V ugm-3
2022-12-07,19:00:00,82.02706,V ugm-3
2022-12-07,20:00:00,82.55342,V ugm-3
2022-12-07,21:00:00,69.9671,V ugm-3
2022-12-07,22:00:00,72.49183,V ugm-3
2022-12-07,23:00:00,49.11777,V ugm-3
2022-12-07,24:00:00,61.71371,V ugm-3
2022-12-08,01:00:00,65.0548,V ugm-3
2022-12-08,02:00:00,48.24081,V ugm-3
2022-12-08,03:00:00,51.01197,V ugm-3
2022-12-08,04:00:00,46.12491,V ugm-3
2022-12-08,05:00:00,31.21663,V ugm-3
2022-12-08,06:00:00,32.34927,V ugm-3
2022-12-08,07:00:00,59.71691,V ugm-3
2022-12-08,08:00:00,77.43285,V ugm-3
2022-12-08,09:00:00,90.276,V ugm-3
2022-12-08,10:00:00,89.91368,V ugm-3
2022-12-08,11:00:00,No data,V ugm-3
2022-12-08,12:00:00,No data,V ugm-3
2022-12-08,13:00:00,No data,V ugm-3
2022-12-08,14:00:00,No data,V ugm-3
2022-12-08,15:00:00,49.53364,V ugm-3
2022-12-08,16:00:00,63.6618,V ugm-3
2022-12-08,17:00:00,84.09199,V ugm-3
2022-12-08,18:00:00,83.87864,V ugm-3
2022-12-08,19:00:00,89.83066,V ugm-3
2022-12-08,20:00:00,92.44492,V ugm-3
2022-12-08,21:00:00,89.05986,V ugm-3
2022-12-08,22:00:00,76.23652,V ugm-3
2022-12-08,23:00:00,69.9134,V ugm-3
2022-12-08,24:00:00,66.37449,V ugm-3
2022-12-09,01:00:00,62.33418,V ugm-3
2022-12-09,02:00:00,23.4923,V ugm-3
2022-12-09,03:00:00,29.37206,V ugm-3
2022-12-09,04:00:00,27.03004,V ugm-3
2022-12-09,05:00:00,16.76967,V ugm-3
2022-12-09,06:00:00,26.1786,V ugm-3
2022-12-09,07:00:00,43.27014,V ugm-3
2022-12-09,08:00:00,62.11437,V ugm-3
2022-12-09,09:00:00,71.96813,V ugm-3
2022-12-09,10:00:00,76.06068,V ugm-3
2022-12-09,11:00:00,62.26276,V ugm-3
2022-12-09,12:00:00,61.7722,V ugm-3
2022-12-09,13:00:00,52.81942,V ugm-3
2022-12-09,14:00:00,39.60893,V ugm-3
2022-12-09,15:00:00,46.20509,V ugm-3
2022-12-09,16:00:00,72.04598,V ugm-3
2022-12-09,17:00:00,74.74317,V ugm-3
2022-12-09,18:00:00,83.84032,V ugm-3
2022-12-09,19:00:00,90.59316,V ugm-3
2022-12-09,20:00:00,89.55907,V ugm-3
2022-12-09,21:00:00,82.89354,V ugm-3
2022-12-09,22:00:00,70.56175,V ugm-3
2022-12-09,23:00:00,68.80566,V ugm-3
2022-12-09,24:00:00,76.83334,V ugm-3
2022-12-10,01:00:00,73.24677,V ugm-3
2022-12-10,02:00:00,69.30046,V ugm-3
2022-12-10,03:00:00,65.91789,V ugm-3
2022-12-10,04:00:00,60.27477,V ugm-3
2022-12-10,05:00:00,56.23517,V ugm-3
2022-12-10,06:00:00,53.29049,V ugm-3
2022-12-10,07:00:00,51.79595,V ugm-3
2022-12-10,08:00:00,54.1103,V ugm-3
2022-12-10,09:00:00,58.59578,V ugm-3
2022-12-10,10:00:00,79.42531,V ugm-3
2022-12-10,11:00:00,69.41624,V ugm-3
2022-12-10,12:00:00,70.47199,V ugm-3
2022-12-10,13:00:00,74.99964,V ugm-3
2022-12-10,14:00:00,78.41477,V ugm-3
2022-12-10,15:00:00,71.83445,V ugm-3
2022-12-10,16:00:00,72.18717,V ugm-3
2022-12-10,17:00:00,63.88808,V ugm-3
2022-12-10,18:00:00,71.76281,V ugm-3
2022-12-10,19:00:00,79.66644,V ugm-3
2022-12-10,20:00:00,72.42918,V ugm-3
2022-12-10,21:00:00,66.14969,V ugm-3
2022-12-10,22:00:00,62.02388,V ugm-3
2022-12-10,23:00:00,63.61163,V ugm-3
2022-12-10,24:00:00,64.77289,V ugm-3
2022-12-11,01:00:00,45.75863,V ugm-3
2022-12-11,02:00:00,51.92294,V ugm-3
2022-12-11,03:00:00,29.32448,V ugm-3
2022-12-11,04:00:00,11.47707,V ugm-3
2022-12-11,05:00:00,31.989,V ugm-3
2022-12-11,06:00:00,28.43033,V ugm-3
2022-12-11,07:00:00,35.72973,V ugm-3
2022-12-11,08:00:00,48.34125,V ugm-3
2022-12-11,09:00:00,54.05063,V ugm-3
2022-12-11,10:00:00,64.2681,V ugm-3
2022-12-11,11:00:00,72.07186,V ugm-3
2022-12-11,12:00:00,57.90792,V ugm-3
2022-12-11,13:00:00,32.57518,V ugm-3
2022-12-11,14:00:00,39.61742,V ugm-3
2022-12-11,15:00:00,43.39311,V ugm-3
2022-12-11,16:00:00,61.47222,V ugm-3
2022-12-11,17:00:00,74.81055,V ugm-3
2022-12-11,18:00:00,74.90441,V ugm-3
2022-12-11,19:00:00,77.51671,V ugm-3
2022-12-11,20:00:00,65.15043,V ugm-3
2022-12-11,21:00:00,54.32314,V ugm-3
2022-12-11,22:00:00,50.1623,V ugm-3
2022-12-11,23:00:00,44.45089,V ugm-3
2022-12-11,24:00:00,38.03142,V ugm-3
2022-12-12,01:00:00,34.60797,V ugm-3
2022-12-12,02:00:00,30.8126,V ugm-3
2022-12-12,03:00:00,26.92874,V ugm-3
2022-12-12,04:00:00,23.93917,V ugm-3
2022-12-12,05:00:00,27.20014,V ugm-3
2022-12-12,06:00:00,32.26726,V ugm-3
2022-12-12,07:00:00,40.1905,V ugm-3
2022-12-12,08:00:00,48.83705,V ugm-3
2022-12-12,09:00:00,53.85654,V ugm-3
2022-12-12,10:00:00,59.09831,V ugm-3
2022-12-12,11:00:00,69.1996,V ugm-3
2022-12-12,12:00:00,69.70435,V ugm-3
2022-12-12,13:00:00,71.41094,V ugm-3
2022-12-12,14:00:00,75.26471,V ugm-3
2022-12-12,15:00:00,80.19169,V ugm-3
2022-12-12,16:00:00,87.53085,V ugm-3
2022-12-12,17:00:00,89.42876,V ugm-3
2022-12-12,18:00:00,104.0433,V ugm-3
2022-12-12,19:00:00,96.07833,V ugm-3
2022-12-12,20:00:00,99.81763,V ugm-3
2022-12-12,21:00:00,81.0322,V ugm-3
2022-12-12,22:00:00,74.99381,V ugm-3
2022-12-12,23:00:00,62.56186,V ugm-3
2022-12-12,24:00:00,53.9397,V ugm-3
2022-12-13,01:00:00,48.59268,V ugm-3
2022-12-13,02:00:00,43.12718,V ugm-3
2022-12-13,03:00:00,40.10633,V ugm-3
2022-12-13,04:00:00,40.75375,V ugm-3
2022-12-13,05:00:00,39.85418,V ugm-3
2022-12-13,06:00:00,41.45423,V ugm-3
2022-12-13,07:00:00,44.36109,V ugm-3
2022-12-13,08:00:00,47.32015,V ugm-3
2022-12-13,09:00:00,52.94662,V ugm-3
2022-12-13,10:00:00,59.36194,V ugm-3
2022-12-13,11:00:00,63.35302,V ugm-3
2022-12-13,12:00:00,66.03109,V ugm-3
2022-12-13,13:00:00,61.52282,V ugm-3
2022-12-13,14:00:00,55.7351,V ugm-3
2022-12-13,15:00:00,58.51885,V ugm-3
2022-12-13,16:00:00,64.41317,V ugm-3
2022-12-13,17:00:00,66.33254,V ugm-3
2022-12-13,18:00:00,74.35914,V ugm-3
2022-12-13,19:00:00,75.48872,V ugm-3
2022-12-13,20:00:00,83.39684,V ugm-3
2022-12-13,21:00:00,76.65318,V ugm-3
2022-12-13,22:00:00,73.1087,V ugm-3
2022-12-13,23:00:00,69.74702,V ugm-3
2022-12-13,24:00:00,67.62965,V ugm-3
2022-12-14,01:00:00,64.37521,V ugm-3
2022-12-14,02:00:00,56.47739,V ugm-3
2022-12-14,03:00:00,52.77771,V ugm-3
2022-12-14,04:00:00,50.49993,V ugm-3
2022-12-14,05:00:00,43.53079,V ugm-3
2022-12-14,06:00:00,44.25578,V ugm-3
2022-12-14,07:00:00,47.51657,V ugm-3
2022-12-14,08:00:00,63.8043,V ugm-3
2022-12-14,09:00:00,No data,V ugm-3
2022-12-14,10:00:00,72.92231,V ugm-3
2022-12-14,11:00:00,80.21605,V ugm-3
2022-12-14,12:00:00,99.12738,V ugm-3
2022-12-14,13:00:00,100.12875,V ugm-3
2022-12-14,14:00:00,104.10034,V ugm-3
2022-12-14,15:00:00,73.65182,V ugm-3
2022-12-14,16:00:00,85.43832,V ugm-3
2022-12-14,17:00:00,102.75775,V ugm-3
2022-12-14,18:00:00,99.8448,V ugm-3
2022-12-14,19:00:00,84.88386,V ugm-3
2022-12-14,20:00:00,80.61853,V ugm-3
2022-12-14,21:00:00,78.30648,V ugm-3
2022-12-14,22:00:00,74.53694,V ugm-3
2022-12-14,23:00:00,71.15503,V ugm-3
2022-12-14,24:00:00,57.96749,V ugm-3
2022-12-15,01:00:00,59.31566,V ugm-3
2022-12-15,02:00:00,76.30052,V ugm-3
2022-12-15,03:00:00,64.8716,V ugm-3
2022-12-15,04:00:00,66.41479,V ugm-3
2022-12-15,05:00:00,66.62935,V ugm-3
2022-12-15,06:00:00,73.3842,V ugm-3
2022-12-15,07:00:00,78.52729,V ugm-3
2022-12-15,08:00:00,105.60614,V ugm-3
2022-12-15,09:00:00,109.73923,V ugm-3
2022-12-15,10:00:00,125.14845,V ugm-3
2022-12-15,11:00:00,98.71838,V ugm-3
2022-12-15,12:00:00,92.80176,V ugm-3
2022-12-15,13:00:00,107.67126,V ugm-3
2022-12-15,14:00:00,117.42064,V ugm-3
2022-12-15,15:00:00,119.56537,V ugm-3
2022-12-15,16:00:00,112.54038,V ugm-3
2022-12-15,17:00:00,91.3324,V ugm-3
2022-12-15,18:00:00,85.0263,V ugm-3
2022-12-15,19:00:00,86.22867,V ugm-3
2022-12-15,20:00:00,81.46991,V ugm-3
2022-12-15,21:00:00,85.45561,V ugm-3
2022-12-15,22:00:00,76.78316,V ugm-3
2022-12-15,23:00:00,69.80154,V ugm-3
2022-12-15,24:00:00,77.00622,V ugm-3
2022-12-16,01:00:00,63.43927,V ugm-3
2022-12-16,02:00:00,51.34023,V ugm-3
2022-12-16,03:00:00,48.6046,V ugm-3
2022-12-16,04:00:00,46.59684,V ugm-3
2022-12-16,05:00:00,47.58215,V ugm-3
2022-12-16,06:00:00,48.30451,V ugm-3
2022-12-16,07:00:00,57.96848,V ugm-3
2022-12-16,08:00:00,89.3877,V ugm-3
2022-12-16,09:00:00,86.60204,V ugm-3
2022-12-16,10:00:00,98.46222,V ugm-3
2022-12-16,11:00:00,66.79476,V ugm-3
2022-12-16,12:00:00,43.40737,V ugm-3
2022-12-16,13:00:00,26.93179,V ugm-3
2022-12-16,14:00:00,22.5423,V ugm-3
2022-12-16,15:00:00,21.27435,V ugm-3
2022-12-16,16:00:00,19.43007,V ugm-3
2022-12-16,17:00:00,21.08445,V ugm-3
2022-12-16,18:00:00,21.75707,V ugm-3
2022-12-16,19:00:00,21.45365,V ugm-3
2022-12-16,20:00:00,20.14109,V ugm-3
2022-12-16,21:00:00,18.04198,V ugm-3
2022-12-16,22:00:00,14.34762,V ugm-3
2022-12-16,23:00:00,12.26263,V ugm-3
2022-12-16,24:00:00,14.67755,V ugm-3
2022-12-17,01:00:00,14.86654,V ugm-3
2022-12-17,02:00:00,9.43917,V ugm-3
2022-12-17,03:00:00,10.75327,V ugm-3
2022-12-17,04:00:00,13.47664,V ugm-3
2022-12-17,05:00:00,12.79622,V ugm-3
2022-12-17,06:00:00,41.78604,V ugm-3
2022-12-17,07:00:00,49.80971,V ugm-3
2022-12-17,08:00:00,78.94225,V ugm-3
2022-12-17,09:00:00,53.43866,V ugm-3
2022-12-17,10:00:00,66.60527,V ugm-3
2022-12-17,11:00:00,28.43369,V ugm-3
2022-12-17,12:00:00,23.40777,V ugm-3
2022-12-17,13:00:00,37.42268,V ugm-3
2022-12-17,14:00:00,57.20789,V ugm-3
2022-12-17,15:00:00,61.51299,V ugm-3
2022-12-17,16:00:00,68.93672,V ugm-3
2022-12-17,17:00:00,70.41535,V ugm-3
2022-12-17,18:00:00,75.34953,V ugm-3
2022-12-17,19:00:00,88.55031,V ugm-3
2022-12-17,20:00:00,88.33323,V ugm-3
2022-12-17,21:00:00,80.90198,V ugm-3
2022-12-17,22:00:00,62.06629,V ugm-3
2022-12-17,23:00:00,62.93797,V ugm-3
2022-12-17,24:00:00,61.6254,V ugm-3
2022-12-18,01:00:00,58.09933,V ugm-3
2022-12-18,02:00:00,38.99919,V ugm-3
2022-12-18,03:00:00,28.95182,V ugm-3
2022-12-18,04:00:00,21.29305,V ugm-3
2022-12-18,05:00:00,19.13433,V ugm-3
2022-12-18,06:00:00,15.64733,V ugm-3
2022-12-18,07:00:00,17.0503,V ugm-3
2022-12-18,08:00:00,17.0408,V ugm-3
2022-12-18,09:00:00,16.90748,V ugm-3
2022-12-18,10:00:00,22.60811,V ugm-3
2022-12-18,11:00:00,25.61836,V ugm-3
2022-12-18,12:00:00,26.99038,V ugm-3
2022-12-18,13:00:00,29.61471,V ugm-3
2022-12-18,14:00:00,28.93695,V ugm-3
2022-12-18,15:00:00,24.71691,V ugm-3
2022-12-18,16:00:00,31.17577,V ugm-3
2022-12-18,17:00:00,30.59089,V ugm-3
2022-12-18,18:00:00,28.84699,V ugm-3
2022-12-18,19:00:00,31.15639,V ugm-3
2022-12-18,20:00:00,34.86749,V ugm-3
2022-12-18,21:00:00,29.39597,V ugm-3
2022-12-18,22:00:00,22.28081,V ugm-3
2022-12-18,23:00:00,18.28487,V ugm-3
2022-12-18,24:00:00,19.78154,V ugm-3
2022-12-19,01:00:00,16.13734,V ugm-3
2022-12-19,02:00:00,14.26135,V ugm-3
2022-12-19,03:00:00,15.30568,V ugm-3
2022-12-19,04:00:00,15.47397,V ugm-3
2022-12-19,05:00:00,25.99372,V ugm-3
2022-12-19,06:00:00,24.16533,V ugm-3
