Hourly measurement data supplied by UK-air on 25/02/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow Kerbside",
Latitude,,55.858940,,
Longitude,,-4.259122,,
Site Type,,Urban Traffic,,
Zone,,Central Scotland,,
Agglomeration,,Glasgow Urban Area,,
Local Authority,,"Glasgow",,
Date,Time,"Nitrogen dioxide",Status
2020-01-24,01:00:00,17.17515,V ugm-3
2020-01-24,02:00:00,10.86329,V ugm-3
2020-01-24,03:00:00,10.9579,V ugm-3
2020-01-24,04:00:00,9.22733,V ugm-3
2020-01-24,05:00:00,9.92856,V ugm-3
2020-01-24,06:00:00,18.46649,V ugm-3
2020-01-24,07:00:00,42.39122,V ugm-3
2020-01-24,08:00:00,50.00876,V ugm-3
2020-01-24,09:00:00,61.58606,V ugm-3
2020-01-24,10:00:00,74.07866,V ugm-3
2020-01-24,11:00:00,73.56286,V ugm-3
2020-01-24,12:00:00,67.00038,V ugm-3
2020-01-24,13:00:00,57.3077,V ugm-3
2020-01-24,14:00:00,69.48332,V ugm-3
2020-01-24,15:00:00,66.17022,V ugm-3
2020-01-24,16:00:00,54.33889,V ugm-3
2020-01-24,17:00:00,77.35259,V ugm-3
2020-01-24,18:00:00,72.33825,V ugm-3
2020-01-24,19:00:00,51.40978,V ugm-3
2020-01-24,20:00:00,51.04648,V ugm-3
2020-01-24,21:00:00,40.33219,V ugm-3
2020-01-24,22:00:00,44.28313,V ugm-3
2020-01-24,23:00:00,43.71929,V ugm-3
2020-01-24,24:00:00,28.9467,V ugm-3
2020-01-25,01:00:00,16.15697,V ugm-3
2020-01-25,02:00:00,15.98089,V ugm-3
2020-01-25,03:00:00,12.74895,V ugm-3
2020-01-25,04:00:00,19.01895,V ugm-3
2020-01-25,05:00:00,11.48876,V ugm-3
2020-01-25,06:00:00,13.91297,V ugm-3
2020-01-25,07:00:00,21.59285,V ugm-3
2020-01-25,08:00:00,24.03779,V ugm-3
2020-01-25,09:00:00,18.23761,V ugm-3
2020-01-25,10:00:00,24.46364,V ugm-3
2020-01-25,11:00:00,42.47916,V ugm-3
2020-01-25,12:00:00,40.25246,V ugm-3
2020-01-25,13:00:00,45.41977,V ugm-3
2020-01-25,14:00:00,47.74461,V ugm-3
2020-01-25,15:00:00,44.33129,V ugm-3
2020-01-25,16:00:00,42.23528,V ugm-3
2020-01-25,17:00:00,52.50664,V ugm-3
2020-01-25,18:00:00,61.52103,V ugm-3
2020-01-25,19:00:00,75.12648,V ugm-3
2020-01-25,20:00:00,39.01108,V ugm-3
2020-01-25,21:00:00,43.50385,V ugm-3
2020-01-25,22:00:00,59.08426,V ugm-3
2020-01-25,23:00:00,52.51326,V ugm-3
2020-01-25,24:00:00,61.99362,V ugm-3
2020-01-26,01:00:00,38.82796,V ugm-3
2020-01-26,02:00:00,25.31441,V ugm-3
2020-01-26,03:00:00,38.80807,V ugm-3
2020-01-26,04:00:00,23.36749,V ugm-3
2020-01-26,05:00:00,18.13427,V ugm-3
2020-01-26,06:00:00,14.25965,V ugm-3
2020-01-26,07:00:00,13.48842,V ugm-3
2020-01-26,08:00:00,21.73355,V ugm-3
2020-01-26,09:00:00,26.22996,V ugm-3
2020-01-26,10:00:00,22.4965,V ugm-3
2020-01-26,11:00:00,35.76937,V ugm-3
2020-01-26,12:00:00,43.26257,V ugm-3
2020-01-26,13:00:00,40.01735,V ugm-3
2020-01-26,14:00:00,33.90304,V ugm-3
2020-01-26,15:00:00,42.29079,V ugm-3
2020-01-26,16:00:00,48.99779,V ugm-3
2020-01-26,17:00:00,67.15835,V ugm-3
2020-01-26,18:00:00,47.01975,V ugm-3
2020-01-26,19:00:00,77.92817,V ugm-3
2020-01-26,20:00:00,109.82247,V ugm-3
2020-01-26,21:00:00,83.04293,V ugm-3
2020-01-26,22:00:00,53.55165,V ugm-3
2020-01-26,23:00:00,55.21224,V ugm-3
2020-01-26,24:00:00,59.04624,V ugm-3
2020-01-27,01:00:00,60.06614,V ugm-3
2020-01-27,02:00:00,16.83381,V ugm-3
2020-01-27,03:00:00,15.09204,V ugm-3
2020-01-27,04:00:00,15.32968,V ugm-3
2020-01-27,05:00:00,12.82529,V ugm-3
2020-01-27,06:00:00,12.82609,V ugm-3
2020-01-27,07:00:00,22.17576,V ugm-3
2020-01-27,08:00:00,33.91377,V ugm-3
2020-01-27,09:00:00,44.6687,V ugm-3
2020-01-27,10:00:00,70.87248,V ugm-3
2020-01-27,11:00:00,75.13853,V ugm-3
2020-01-27,12:00:00,38.80395,V ugm-3
2020-01-27,13:00:00,35.89563,V ugm-3
2020-01-27,14:00:00,41.21786,V ugm-3
2020-01-27,15:00:00,70.46368,V ugm-3
2020-01-27,16:00:00,70.29125,V ugm-3
2020-01-27,17:00:00,95.95708,V ugm-3
2020-01-27,18:00:00,127.6539,V ugm-3
2020-01-27,19:00:00,107.44898,V ugm-3
2020-01-27,20:00:00,62.8816,V ugm-3
2020-01-27,21:00:00,100.52946,V ugm-3
2020-01-27,22:00:00,87.96348,V ugm-3
2020-01-27,23:00:00,70.36648,V ugm-3
2020-01-27,24:00:00,45.76095,V ugm-3
2020-01-28,01:00:00,45.02098,V ugm-3
2020-01-28,02:00:00,40.71259,V ugm-3
2020-01-28,03:00:00,36.54828,V ugm-3
2020-01-28,04:00:00,27.18701,V ugm-3
2020-01-28,05:00:00,18.83277,V ugm-3
2020-01-28,06:00:00,38.08038,V ugm-3
2020-01-28,07:00:00,57.33286,V ugm-3
2020-01-28,08:00:00,87.17828,V ugm-3
2020-01-28,09:00:00,90.16773,V ugm-3
2020-01-28,10:00:00,79.57618,V ugm-3
2020-01-28,11:00:00,78.49126,V ugm-3
2020-01-28,12:00:00,47.60578,V ugm-3
2020-01-28,13:00:00,43.76179,V ugm-3
2020-01-28,14:00:00,57.19082,V ugm-3
2020-01-28,15:00:00,66.7642,V ugm-3
2020-01-28,16:00:00,71.77327,V ugm-3
2020-01-28,17:00:00,63.76606,V ugm-3
2020-01-28,18:00:00,83.13139,V ugm-3
2020-01-28,19:00:00,70.11042,V ugm-3
2020-01-28,20:00:00,44.25313,V ugm-3
2020-01-28,21:00:00,39.26163,V ugm-3
2020-01-28,22:00:00,41.08495,V ugm-3
2020-01-28,23:00:00,49.61463,V ugm-3
2020-01-28,24:00:00,31.96658,V ugm-3
2020-01-29,01:00:00,27.1445,V ugm-3
2020-01-29,02:00:00,15.712,V ugm-3
2020-01-29,03:00:00,11.14387,V ugm-3
2020-01-29,04:00:00,12.47938,V ugm-3
2020-01-29,05:00:00,17.85618,V ugm-3
2020-01-29,06:00:00,20.3953,V ugm-3
2020-01-29,07:00:00,37.37233,V ugm-3
2020-01-29,08:00:00,66.12077,V ugm-3
2020-01-29,09:00:00,74.99797,V ugm-3
2020-01-29,10:00:00,73.82977,V ugm-3
2020-01-29,11:00:00,57.29088,V ugm-3
2020-01-29,12:00:00,40.95648,V ugm-3
2020-01-29,13:00:00,38.561,V ugm-3
2020-01-29,14:00:00,37.4999,V ugm-3
2020-01-29,15:00:00,32.36279,V ugm-3
2020-01-29,16:00:00,33.3496,V ugm-3
2020-01-29,17:00:00,50.7115,V ugm-3
2020-01-29,18:00:00,35.236,V ugm-3
2020-01-29,19:00:00,40.13959,V ugm-3
2020-01-29,20:00:00,32.31896,V ugm-3
2020-01-29,21:00:00,23.28086,V ugm-3
2020-01-29,22:00:00,24.72474,V ugm-3
2020-01-29,23:00:00,30.53725,V ugm-3
2020-01-29,24:00:00,27.24691,V ugm-3
2020-01-30,01:00:00,16.54413,V ugm-3
2020-01-30,02:00:00,5.77832,V ugm-3
2020-01-30,03:00:00,7.88775,V ugm-3
2020-01-30,04:00:00,8.17654,V ugm-3
2020-01-30,05:00:00,8.18477,V ugm-3
2020-01-30,06:00:00,21.68774,V ugm-3
2020-01-30,07:00:00,20.04232,V ugm-3
2020-01-30,08:00:00,39.22936,V ugm-3
2020-01-30,09:00:00,66.15605,V ugm-3
2020-01-30,10:00:00,63.15047,V ugm-3
2020-01-30,11:00:00,43.63685,V ugm-3
2020-01-30,12:00:00,36.03962,V ugm-3
2020-01-30,13:00:00,32.8622,V ugm-3
2020-01-30,14:00:00,27.79039,V ugm-3
2020-01-30,15:00:00,29.20456,V ugm-3
2020-01-30,16:00:00,33.86404,V ugm-3
2020-01-30,17:00:00,38.42292,V ugm-3
2020-01-30,18:00:00,47.83648,V ugm-3
2020-01-30,19:00:00,46.26146,V ugm-3
2020-01-30,20:00:00,43.37755,V ugm-3
2020-01-30,21:00:00,38.45763,V ugm-3
2020-01-30,22:00:00,37.24548,V ugm-3
2020-01-30,23:00:00,33.55769,V ugm-3
2020-01-30,24:00:00,40.1888,V ugm-3
2020-01-31,01:00:00,20.21182,V ugm-3
2020-01-31,02:00:00,8.86852,V ugm-3
2020-01-31,03:00:00,8.37708,V ugm-3
2020-01-31,04:00:00,9.50435,V ugm-3
2020-01-31,05:00:00,10.40011,V ugm-3
2020-01-31,06:00:00,11.42889,V ugm-3
2020-01-31,07:00:00,18.94418,V ugm-3
2020-01-31,08:00:00,30.58867,V ugm-3
2020-01-31,09:00:00,39.8692,V ugm-3
2020-01-31,10:00:00,49.40609,V ugm-3
2020-01-31,11:00:00,57.08784,V ugm-3
2020-01-31,12:00:00,33.50784,V ugm-3
2020-01-31,13:00:00,27.6072,V ugm-3
2020-01-31,14:00:00,27.26708,V ugm-3
2020-01-31,15:00:00,35.7359,V ugm-3
2020-01-31,16:00:00,29.11522,V ugm-3
2020-01-31,17:00:00,71.95866,V ugm-3
2020-01-31,18:00:00,39.28476,V ugm-3
2020-01-31,19:00:00,43.3069,V ugm-3
2020-01-31,20:00:00,32.27762,V ugm-3
2020-01-31,21:00:00,25.89673,V ugm-3
2020-01-31,22:00:00,18.24351,V ugm-3
2020-01-31,23:00:00,30.39522,V ugm-3
2020-01-31,24:00:00,16.14224,V ugm-3
2020-02-01,01:00:00,12.73651,V ugm-3
2020-02-01,02:00:00,10.69573,V ugm-3
2020-02-01,03:00:00,7.40341,V ugm-3
2020-02-01,04:00:00,9.69767,V ugm-3
2020-02-01,05:00:00,5.66345,V ugm-3
2020-02-01,06:00:00,5.35944,V ugm-3
2020-02-01,07:00:00,11.12404,V ugm-3
2020-02-01,08:00:00,13.03943,V ugm-3
2020-02-01,09:00:00,18.24322,V ugm-3
2020-02-01,10:00:00,26.36961,V ugm-3
2020-02-01,11:00:00,32.47468,V ugm-3
2020-02-01,12:00:00,44.61993,V ugm-3
2020-02-01,13:00:00,51.74063,V ugm-3
2020-02-01,14:00:00,53.41554,V ugm-3
2020-02-01,15:00:00,45.8985,V ugm-3
2020-02-01,16:00:00,69.24413,V ugm-3
2020-02-01,17:00:00,50.00662,V ugm-3
2020-02-01,18:00:00,69.62859,V ugm-3
2020-02-01,19:00:00,67.92815,V ugm-3
2020-02-01,20:00:00,65.46024,V ugm-3
2020-02-01,21:00:00,65.65197,V ugm-3
2020-02-01,22:00:00,62.99518,V ugm-3
2020-02-01,23:00:00,71.58445,V ugm-3
2020-02-01,24:00:00,68.98065,V ugm-3
2020-02-02,01:00:00,78.70332,V ugm-3
2020-02-02,02:00:00,83.6388,V ugm-3
2020-02-02,03:00:00,78.28356,V ugm-3
2020-02-02,04:00:00,64.68173,V ugm-3
2020-02-02,05:00:00,44.89281,V ugm-3
2020-02-02,06:00:00,26.34451,V ugm-3
2020-02-02,07:00:00,27.43328,V ugm-3
2020-02-02,08:00:00,40.59922,V ugm-3
2020-02-02,09:00:00,No data,V ugm-3
2020-02-02,10:00:00,No data,V ugm-3
2020-02-02,11:00:00,75.60229,V ugm-3
2020-02-02,12:00:00,62.17136,V ugm-3
2020-02-02,13:00:00,61.35741,V ugm-3
2020-02-02,14:00:00,73.97998,V ugm-3
2020-02-02,15:00:00,35.18409,V ugm-3
2020-02-02,16:00:00,40.07018,V ugm-3
2020-02-02,17:00:00,39.01127,V ugm-3
2020-02-02,18:00:00,76.56682,V ugm-3
2020-02-02,19:00:00,40.28608,V ugm-3
2020-02-02,20:00:00,35.721,V ugm-3
2020-02-02,21:00:00,39.77784,V ugm-3
2020-02-02,22:00:00,38.86684,V ugm-3
2020-02-02,23:00:00,34.60002,V ugm-3
2020-02-02,24:00:00,17.95833,V ugm-3
2020-02-03,01:00:00,10.94016,V ugm-3
2020-02-03,02:00:00,8.33509,V ugm-3
2020-02-03,03:00:00,7.33727,V ugm-3
2020-02-03,04:00:00,7.53566,V ugm-3
2020-02-03,05:00:00,7.78175,V ugm-3
2020-02-03,06:00:00,16.61346,V ugm-3
2020-02-03,07:00:00,29.11871,V ugm-3
2020-02-03,08:00:00,51.06461,V ugm-3
2020-02-03,09:00:00,56.09741,V ugm-3
2020-02-03,10:00:00,58.16894,V ugm-3
2020-02-03,11:00:00,52.95022,V ugm-3
2020-02-03,12:00:00,46.49081,V ugm-3
2020-02-03,13:00:00,39.58491,V ugm-3
2020-02-03,14:00:00,50.34525,V ugm-3
2020-02-03,15:00:00,44.12418,V ugm-3
2020-02-03,16:00:00,44.92857,V ugm-3
2020-02-03,17:00:00,50.87164,V ugm-3
2020-02-03,18:00:00,55.76383,V ugm-3
2020-02-03,19:00:00,43.87363,V ugm-3
2020-02-03,20:00:00,46.8868,V ugm-3
2020-02-03,21:00:00,36.86592,V ugm-3
2020-02-03,22:00:00,41.80474,V ugm-3
2020-02-03,23:00:00,46.8558,V ugm-3
2020-02-03,24:00:00,34.05231,V ugm-3
2020-02-04,01:00:00,19.08298,V ugm-3
2020-02-04,02:00:00,8.59401,V ugm-3
2020-02-04,03:00:00,7.28786,V ugm-3
2020-02-04,04:00:00,7.9267,V ugm-3
2020-02-04,05:00:00,9.40399,V ugm-3
2020-02-04,06:00:00,19.78029,V ugm-3
2020-02-04,07:00:00,63.31596,V ugm-3
2020-02-04,08:00:00,86.99872,V ugm-3
2020-02-04,09:00:00,82.68589,V ugm-3
2020-02-04,10:00:00,88.80804,V ugm-3
2020-02-04,11:00:00,102.96123,V ugm-3
2020-02-04,12:00:00,72.31483,V ugm-3
2020-02-04,13:00:00,58.89947,V ugm-3
2020-02-04,14:00:00,No data,V ugm-3
2020-02-04,15:00:00,71.94334,V ugm-3
2020-02-04,16:00:00,59.83283,V ugm-3
2020-02-04,17:00:00,65.82271,V ugm-3
2020-02-04,18:00:00,67.71626,V ugm-3
2020-02-04,19:00:00,71.21075,V ugm-3
2020-02-04,20:00:00,84.59846,V ugm-3
2020-02-04,21:00:00,63.10577,V ugm-3
2020-02-04,22:00:00,91.8563,V ugm-3
2020-02-04,23:00:00,76.37364,V ugm-3
2020-02-04,24:00:00,61.17789,V ugm-3
2020-02-05,01:00:00,51.74118,V ugm-3
2020-02-05,02:00:00,32.82099,V ugm-3
2020-02-05,03:00:00,24.87221,V ugm-3
2020-02-05,04:00:00,30.43798,V ugm-3
2020-02-05,05:00:00,38.51082,V ugm-3
2020-02-05,06:00:00,56.01637,V ugm-3
2020-02-05,07:00:00,68.91418,V ugm-3
2020-02-05,08:00:00,69.14154,V ugm-3
2020-02-05,09:00:00,66.60643,V ugm-3
2020-02-05,10:00:00,89.1901,V ugm-3
2020-02-05,11:00:00,84.66896,V ugm-3
2020-02-05,12:00:00,68.00651,V ugm-3
2020-02-05,13:00:00,59.31291,V ugm-3
2020-02-05,14:00:00,57.71869,V ugm-3
2020-02-05,15:00:00,61.493,V ugm-3
2020-02-05,16:00:00,64.23557,V ugm-3
2020-02-05,17:00:00,65.83691,V ugm-3
2020-02-05,18:00:00,63.44375,V ugm-3
2020-02-05,19:00:00,53.59696,V ugm-3
2020-02-05,20:00:00,56.8647,V ugm-3
2020-02-05,21:00:00,49.95803,V ugm-3
2020-02-05,22:00:00,36.76045,V ugm-3
2020-02-05,23:00:00,63.55817,V ugm-3
2020-02-05,24:00:00,45.58812,V ugm-3
2020-02-06,01:00:00,32.28618,V ugm-3
2020-02-06,02:00:00,20.09124,V ugm-3
2020-02-06,03:00:00,28.13196,V ugm-3
2020-02-06,04:00:00,25.21174,V ugm-3
2020-02-06,05:00:00,21.08084,V ugm-3
2020-02-06,06:00:00,32.02235,V ugm-3
2020-02-06,07:00:00,50.64994,V ugm-3
2020-02-06,08:00:00,75.13299,V ugm-3
2020-02-06,09:00:00,62.45459,V ugm-3
2020-02-06,10:00:00,71.17884,V ugm-3
2020-02-06,11:00:00,65.28676,V ugm-3
2020-02-06,12:00:00,36.93319,V ugm-3
2020-02-06,13:00:00,47.31004,V ugm-3
2020-02-06,14:00:00,66.83683,V ugm-3
2020-02-06,15:00:00,63.97635,V ugm-3
2020-02-06,16:00:00,66.8864,V ugm-3
2020-02-06,17:00:00,71.28995,V ugm-3
2020-02-06,18:00:00,75.20024,V ugm-3
2020-02-06,19:00:00,123.75603,V ugm-3
2020-02-06,20:00:00,99.67107,V ugm-3
2020-02-06,21:00:00,88.10209,V ugm-3
2020-02-06,22:00:00,118.79831,V ugm-3
2020-02-06,23:00:00,91.17368,V ugm-3
2020-02-06,24:00:00,84.72275,V ugm-3
2020-02-07,01:00:00,89.63494,V ugm-3
2020-02-07,02:00:00,55.47884,V ugm-3
2020-02-07,03:00:00,42.4938,V ugm-3
2020-02-07,04:00:00,37.57819,V ugm-3
2020-02-07,05:00:00,24.71438,V ugm-3
2020-02-07,06:00:00,51.93568,V ugm-3
2020-02-07,07:00:00,68.86102,V ugm-3
2020-02-07,08:00:00,76.93905,V ugm-3
2020-02-07,09:00:00,82.11256,V ugm-3
2020-02-07,10:00:00,84.06011,V ugm-3
2020-02-07,11:00:00,92.15703,V ugm-3
2020-02-07,12:00:00,94.19633,V ugm-3
2020-02-07,13:00:00,80.82985,V ugm-3
2020-02-07,14:00:00,84.4996,V ugm-3
2020-02-07,15:00:00,99.59719,V ugm-3
2020-02-07,16:00:00,99.21818,V ugm-3
2020-02-07,17:00:00,95.80659,V ugm-3
2020-02-07,18:00:00,96.70895,V ugm-3
2020-02-07,19:00:00,93.52935,V ugm-3
2020-02-07,20:00:00,68.70015,V ugm-3
2020-02-07,21:00:00,67.29788,V ugm-3
2020-02-07,22:00:00,51.44941,V ugm-3
2020-02-07,23:00:00,38.59212,V ugm-3
2020-02-07,24:00:00,61.80027,V ugm-3
2020-02-08,01:00:00,29.36316,V ugm-3
2020-02-08,02:00:00,27.60193,V ugm-3
2020-02-08,03:00:00,21.05078,V ugm-3
2020-02-08,04:00:00,14.79907,V ugm-3
2020-02-08,05:00:00,9.21345,V ugm-3
2020-02-08,06:00:00,7.77471,V ugm-3
2020-02-08,07:00:00,12.10909,V ugm-3
2020-02-08,08:00:00,19.4875,V ugm-3
2020-02-08,09:00:00,40.94404,V ugm-3
2020-02-08,10:00:00,45.54209,V ugm-3
2020-02-08,11:00:00,57.55249,V ugm-3
2020-02-08,12:00:00,39.30971,V ugm-3
2020-02-08,13:00:00,44.56279,V ugm-3
2020-02-08,14:00:00,42.07549,V ugm-3
2020-02-08,15:00:00,50.14624,V ugm-3
2020-02-08,16:00:00,59.19155,V ugm-3
2020-02-08,17:00:00,66.27926,V ugm-3
2020-02-08,18:00:00,29.64155,V ugm-3
2020-02-08,19:00:00,46.9528,V ugm-3
2020-02-08,20:00:00,38.36833,V ugm-3
2020-02-08,21:00:00,38.36398,V ugm-3
2020-02-08,22:00:00,37.23649,V ugm-3
2020-02-08,23:00:00,39.14296,V ugm-3
2020-02-08,24:00:00,50.44031,V ugm-3
2020-02-09,01:00:00,75.30966,V ugm-3
2020-02-09,02:00:00,65.2815,V ugm-3
2020-02-09,03:00:00,45.492,V ugm-3
2020-02-09,04:00:00,56.51004,V ugm-3
2020-02-09,05:00:00,72.88728,V ugm-3
2020-02-09,06:00:00,57.18152,V ugm-3
2020-02-09,07:00:00,23.68251,V ugm-3
2020-02-09,08:00:00,12.44636,V ugm-3
2020-02-09,09:00:00,7.82335,V ugm-3
2020-02-09,10:00:00,8.80339,V ugm-3
2020-02-09,11:00:00,11.27496,V ugm-3
2020-02-09,12:00:00,16.79687,V ugm-3
2020-02-09,13:00:00,18.9582,V ugm-3
2020-02-09,14:00:00,17.54941,V ugm-3
2020-02-09,15:00:00,21.71984,V ugm-3
2020-02-09,16:00:00,28.6786,V ugm-3
2020-02-09,17:00:00,25.37192,V ugm-3
2020-02-09,18:00:00,33.05034,V ugm-3
2020-02-09,19:00:00,35.59015,V ugm-3
2020-02-09,20:00:00,39.04098,V ugm-3
2020-02-09,21:00:00,35.0539,V ugm-3
2020-02-09,22:00:00,19.45284,V ugm-3
2020-02-09,23:00:00,31.18064,V ugm-3
2020-02-09,24:00:00,35.78359,V ugm-3
2020-02-10,01:00:00,17.08742,V ugm-3
2020-02-10,02:00:00,7.55882,V ugm-3
2020-02-10,03:00:00,9.66708,V ugm-3
2020-02-10,04:00:00,8.87547,V ugm-3
2020-02-10,05:00:00,8.04009,V ugm-3
2020-02-10,06:00:00,14.0511,V ugm-3
2020-02-10,07:00:00,32.16258,V ugm-3
2020-02-10,08:00:00,56.92391,V ugm-3
2020-02-10,09:00:00,43.23665,V ugm-3
2020-02-10,10:00:00,38.05321,V ugm-3
2020-02-10,11:00:00,29.48128,V ugm-3
2020-02-10,12:00:00,No data,V ugm-3
2020-02-10,13:00:00,No data,V ugm-3
2020-02-10,14:00:00,51.46958,V ugm-3
2020-02-10,15:00:00,No data,V ugm-3
2020-02-10,16:00:00,No data,V ugm-3
2020-02-10,17:00:00,No data,V ugm-3
2020-02-10,18:00:00,No data,V ugm-3
2020-02-10,19:00:00,21.8025,V ugm-3
2020-02-10,20:00:00,25.81875,V ugm-3
2020-02-10,21:00:00,35.85938,V ugm-3
2020-02-10,22:00:00,37.58063,V ugm-3
2020-02-10,23:00:00,46.80844,V ugm-3
2020-02-10,24:00:00,31.46063,V ugm-3
2020-02-11,01:00:00,12.87303,V ugm-3
2020-02-11,02:00:00,8.0935,V ugm-3
2020-02-11,03:00:00,8.17309,V ugm-3
2020-02-11,04:00:00,6.69147,V ugm-3
2020-02-11,05:00:00,7.21724,V ugm-3
2020-02-11,06:00:00,11.80543,V ugm-3
2020-02-11,07:00:00,28.2468,V ugm-3
2020-02-11,08:00:00,43.15697,V ugm-3
2020-02-11,09:00:00,46.97923,V ugm-3
2020-02-11,10:00:00,67.57759,V ugm-3
2020-02-11,11:00:00,45.97663,V ugm-3
2020-02-11,12:00:00,43.82685,V ugm-3
2020-02-11,13:00:00,48.1759,V ugm-3
2020-02-11,14:00:00,45.30849,V ugm-3
2020-02-11,15:00:00,53.76795,V ugm-3
2020-02-11,16:00:00,51.85573,V ugm-3
2020-02-11,17:00:00,53.71986,V ugm-3
2020-02-11,18:00:00,56.20565,V ugm-3
2020-02-11,19:00:00,48.84525,V ugm-3
2020-02-11,20:00:00,35.55798,V ugm-3
2020-02-11,21:00:00,34.98492,V ugm-3
2020-02-11,22:00:00,36.94495,V ugm-3
2020-02-11,23:00:00,42.39347,V ugm-3
2020-02-11,24:00:00,23.94501,V ugm-3
2020-02-12,01:00:00,13.18689,V ugm-3
2020-02-12,02:00:00,9.61957,V ugm-3
2020-02-12,03:00:00,8.88711,V ugm-3
2020-02-12,04:00:00,6.73694,V ugm-3
2020-02-12,05:00:00,9.07824,V ugm-3
2020-02-12,06:00:00,19.01622,V ugm-3
2020-02-12,07:00:00,26.70743,V ugm-3
2020-02-12,08:00:00,65.78849,V ugm-3
2020-02-12,09:00:00,70.70458,V ugm-3
2020-02-12,10:00:00,57.28158,V ugm-3
2020-02-12,11:00:00,67.313,V ugm-3
2020-02-12,12:00:00,80.11914,V ugm-3
2020-02-12,13:00:00,69.64759,V ugm-3
2020-02-12,14:00:00,62.05858,V ugm-3
2020-02-12,15:00:00,52.60098,V ugm-3
2020-02-12,16:00:00,56.04104,V ugm-3
2020-02-12,17:00:00,59.2386,V ugm-3
2020-02-12,18:00:00,78.35125,V ugm-3
2020-02-12,19:00:00,79.25435,V ugm-3
2020-02-12,20:00:00,94.67819,V ugm-3
2020-02-12,21:00:00,79.61686,V ugm-3
2020-02-12,22:00:00,92.52021,V ugm-3
2020-02-12,23:00:00,95.39405,V ugm-3
2020-02-12,24:00:00,79.82602,V ugm-3
2020-02-13,01:00:00,68.69452,V ugm-3
2020-02-13,02:00:00,43.62159,V ugm-3
2020-02-13,03:00:00,24.49976,V ugm-3
2020-02-13,04:00:00,28.27488,V ugm-3
2020-02-13,05:00:00,19.19843,V ugm-3
2020-02-13,06:00:00,41.78477,V ugm-3
2020-02-13,07:00:00,46.16771,V ugm-3
2020-02-13,08:00:00,82.06786,V ugm-3
2020-02-13,09:00:00,82.92278,V ugm-3
2020-02-13,10:00:00,81.15849,V ugm-3
2020-02-13,11:00:00,97.28656,V ugm-3
2020-02-13,12:00:00,64.81899,V ugm-3
2020-02-13,13:00:00,65.83075,V ugm-3
2020-02-13,14:00:00,57.37006,V ugm-3
2020-02-13,15:00:00,79.39786,V ugm-3
2020-02-13,16:00:00,64.00732,V ugm-3
2020-02-13,17:00:00,95.66594,V ugm-3
2020-02-13,18:00:00,114.07745,V ugm-3
2020-02-13,19:00:00,94.17433,V ugm-3
2020-02-13,20:00:00,116.90388,V ugm-3
2020-02-13,21:00:00,122.06461,V ugm-3
2020-02-13,22:00:00,101.25283,V ugm-3
2020-02-13,23:00:00,123.86926,V ugm-3
2020-02-13,24:00:00,116.18744,V ugm-3
2020-02-14,01:00:00,97.14932,V ugm-3
2020-02-14,02:00:00,55.31869,V ugm-3
2020-02-14,03:00:00,36.62279,V ugm-3
2020-02-14,04:00:00,25.30544,V ugm-3
2020-02-14,05:00:00,23.15763,V ugm-3
2020-02-14,06:00:00,53.79583,V ugm-3
2020-02-14,07:00:00,46.63051,V ugm-3
2020-02-14,08:00:00,49.00755,V ugm-3
2020-02-14,09:00:00,36.68465,V ugm-3
2020-02-14,10:00:00,53.95978,V ugm-3
2020-02-14,11:00:00,48.43535,V ugm-3
2020-02-14,12:00:00,49.3418,V ugm-3
2020-02-14,13:00:00,46.06495,V ugm-3
2020-02-14,14:00:00,25.53846,V ugm-3
2020-02-14,15:00:00,30.26794,V ugm-3
2020-02-14,16:00:00,37.47612,V ugm-3
2020-02-14,17:00:00,42.58287,V ugm-3
2020-02-14,18:00:00,48.69226,V ugm-3
2020-02-14,19:00:00,47.97786,V ugm-3
2020-02-14,20:00:00,35.03594,V ugm-3
2020-02-14,21:00:00,41.77335,V ugm-3
2020-02-14,22:00:00,47.49822,V ugm-3
2020-02-14,23:00:00,68.94516,V ugm-3
2020-02-14,24:00:00,64.05621,V ugm-3
2020-02-15,01:00:00,42.35636,V ugm-3
2020-02-15,02:00:00,45.92159,V ugm-3
2020-02-15,03:00:00,75.53286,V ugm-3
2020-02-15,04:00:00,51.10442,V ugm-3
2020-02-15,05:00:00,29.39407,V ugm-3
2020-02-15,06:00:00,28.72492,V ugm-3
2020-02-15,07:00:00,55.73195,V ugm-3
2020-02-15,08:00:00,44.84892,V ugm-3
2020-02-15,09:00:00,32.38132,V ugm-3
2020-02-15,10:00:00,37.34031,V ugm-3
2020-02-15,11:00:00,40.21097,V ugm-3
2020-02-15,12:00:00,62.35617,V ugm-3
2020-02-15,13:00:00,49.56765,V ugm-3
2020-02-15,14:00:00,46.94214,V ugm-3
2020-02-15,15:00:00,64.20864,V ugm-3
2020-02-15,16:00:00,50.38819,V ugm-3
2020-02-15,17:00:00,54.86867,V ugm-3
2020-02-15,18:00:00,49.0912,V ugm-3
2020-02-15,19:00:00,53.63288,V ugm-3
2020-02-15,20:00:00,21.04268,V ugm-3
2020-02-15,21:00:00,26.77089,V ugm-3
2020-02-15,22:00:00,15.74504,V ugm-3
2020-02-15,23:00:00,38.88477,V ugm-3
2020-02-15,24:00:00,51.90196,V ugm-3
