Hourly measurement data supplied by UK-air on 25/02/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow Kerbside",
Latitude,,55.858940,,
Longitude,,-4.259122,,
Site Type,,Urban Traffic,,
Zone,,Central Scotland,,
Agglomeration,,Glasgow Urban Area,,
Local Authority,,"Glasgow",,
Date,Time,"Nitrogen dioxide",Status
2020-09-19,11:00:00,34.41015,V ugm-3
2020-09-19,12:00:00,55.97645,V ugm-3
2020-09-19,13:00:00,51.68513,V ugm-3
2020-09-19,14:00:00,53.01704,V ugm-3
2020-09-19,15:00:00,84.87643,V ugm-3
2020-09-19,16:00:00,64.46247,V ugm-3
2020-09-19,17:00:00,93.13109,V ugm-3
2020-09-19,18:00:00,90.34425,V ugm-3
2020-09-19,19:00:00,88.03632,V ugm-3
2020-09-19,20:00:00,62.2976,V ugm-3
2020-09-19,21:00:00,47.46221,V ugm-3
2020-09-19,22:00:00,66.00347,V ugm-3
2020-09-19,23:00:00,64.00601,V ugm-3
2020-09-19,24:00:00,57.63937,V ugm-3
2020-09-20,01:00:00,32.25133,V ugm-3
2020-09-20,02:00:00,19.30256,V ugm-3
2020-09-20,03:00:00,12.95428,V ugm-3
2020-09-20,04:00:00,12.90661,V ugm-3
2020-09-20,05:00:00,16.58224,V ugm-3
2020-09-20,06:00:00,19.27308,V ugm-3
2020-09-20,07:00:00,29.45524,V ugm-3
2020-09-20,08:00:00,27.17428,V ugm-3
2020-09-20,09:00:00,35.93229,V ugm-3
2020-09-20,10:00:00,16.57513,V ugm-3
2020-09-20,11:00:00,23.09595,V ugm-3
2020-09-20,12:00:00,26.2022,V ugm-3
2020-09-20,13:00:00,25.44487,V ugm-3
2020-09-20,14:00:00,36.53655,V ugm-3
2020-09-20,15:00:00,36.39532,V ugm-3
2020-09-20,16:00:00,42.82352,V ugm-3
2020-09-20,17:00:00,56.0576,V ugm-3
2020-09-20,18:00:00,64.58865,V ugm-3
2020-09-20,19:00:00,58.85666,V ugm-3
2020-09-20,20:00:00,62.82055,V ugm-3
2020-09-20,21:00:00,56.27609,V ugm-3
2020-09-20,22:00:00,50.17822,V ugm-3
2020-09-20,23:00:00,31.27461,V ugm-3
2020-09-20,24:00:00,23.64105,V ugm-3
2020-09-21,01:00:00,30.28253,V ugm-3
2020-09-21,02:00:00,25.3956,V ugm-3
2020-09-21,03:00:00,27.68022,V ugm-3
2020-09-21,04:00:00,24.60449,V ugm-3
2020-09-21,05:00:00,23.04768,V ugm-3
2020-09-21,06:00:00,49.08577,V ugm-3
2020-09-21,07:00:00,36.9499,V ugm-3
2020-09-21,08:00:00,63.31612,V ugm-3
2020-09-21,09:00:00,40.0584,V ugm-3
2020-09-21,10:00:00,52.12918,V ugm-3
2020-09-21,11:00:00,33.16831,V ugm-3
2020-09-21,12:00:00,31.68706,V ugm-3
2020-09-21,13:00:00,42.64466,V ugm-3
2020-09-21,14:00:00,46.57807,V ugm-3
2020-09-21,15:00:00,49.05005,V ugm-3
2020-09-21,16:00:00,44.62894,V ugm-3
2020-09-21,17:00:00,53.5343,V ugm-3
2020-09-21,18:00:00,41.66093,V ugm-3
2020-09-21,19:00:00,40.58433,V ugm-3
2020-09-21,20:00:00,31.5677,V ugm-3
2020-09-21,21:00:00,32.50921,V ugm-3
2020-09-21,22:00:00,38.97246,V ugm-3
2020-09-21,23:00:00,19.16665,V ugm-3
2020-09-21,24:00:00,21.05954,V ugm-3
2020-09-22,01:00:00,9.84283,V ugm-3
2020-09-22,02:00:00,10.10585,V ugm-3
2020-09-22,03:00:00,9.30101,V ugm-3
2020-09-22,04:00:00,8.8584,V ugm-3
2020-09-22,05:00:00,12.67637,V ugm-3
2020-09-22,06:00:00,15.95266,V ugm-3
2020-09-22,07:00:00,36.6709,V ugm-3
2020-09-22,08:00:00,43.87232,V ugm-3
2020-09-22,09:00:00,45.72034,V ugm-3
2020-09-22,10:00:00,34.69033,V ugm-3
2020-09-22,11:00:00,33.73367,V ugm-3
2020-09-22,12:00:00,28.90214,V ugm-3
2020-09-22,13:00:00,31.82288,V ugm-3
2020-09-22,14:00:00,32.76559,V ugm-3
2020-09-22,15:00:00,29.471,V ugm-3
2020-09-22,16:00:00,38.93239,V ugm-3
2020-09-22,17:00:00,35.10589,V ugm-3
2020-09-22,18:00:00,29.20287,V ugm-3
2020-09-22,19:00:00,17.56206,V ugm-3
2020-09-22,20:00:00,20.4003,V ugm-3
2020-09-22,21:00:00,26.90841,V ugm-3
2020-09-22,22:00:00,26.95707,V ugm-3
2020-09-22,23:00:00,24.0693,V ugm-3
2020-09-22,24:00:00,16.7216,V ugm-3
2020-09-23,01:00:00,8.85374,V ugm-3
2020-09-23,02:00:00,9.77382,V ugm-3
2020-09-23,03:00:00,9.84135,V ugm-3
2020-09-23,04:00:00,23.22298,V ugm-3
2020-09-23,05:00:00,39.8021,V ugm-3
2020-09-23,06:00:00,45.76229,V ugm-3
2020-09-23,07:00:00,60.49887,V ugm-3
2020-09-23,08:00:00,66.72272,V ugm-3
2020-09-23,09:00:00,87.2114,V ugm-3
2020-09-23,10:00:00,62.20669,V ugm-3
2020-09-23,11:00:00,52.34171,V ugm-3
2020-09-23,12:00:00,49.38913,V ugm-3
2020-09-23,13:00:00,74.29887,V ugm-3
2020-09-23,14:00:00,63.36023,V ugm-3
2020-09-23,15:00:00,83.84284,V ugm-3
2020-09-23,16:00:00,77.72811,V ugm-3
2020-09-23,17:00:00,77.31383,V ugm-3
2020-09-23,18:00:00,52.14,V ugm-3
2020-09-23,19:00:00,54.47135,V ugm-3
2020-09-23,20:00:00,70.37038,V ugm-3
2020-09-23,21:00:00,75.6534,V ugm-3
2020-09-23,22:00:00,67.18661,V ugm-3
2020-09-23,23:00:00,88.15706,V ugm-3
2020-09-23,24:00:00,52.00875,V ugm-3
2020-09-24,01:00:00,36.58945,V ugm-3
2020-09-24,02:00:00,30.9888,V ugm-3
2020-09-24,03:00:00,27.17039,V ugm-3
2020-09-24,04:00:00,27.68635,V ugm-3
2020-09-24,05:00:00,28.96097,V ugm-3
2020-09-24,06:00:00,41.22727,V ugm-3
2020-09-24,07:00:00,54.24469,V ugm-3
2020-09-24,08:00:00,51.84485,V ugm-3
2020-09-24,09:00:00,58.63404,V ugm-3
2020-09-24,10:00:00,92.68975,V ugm-3
2020-09-24,11:00:00,72.95614,V ugm-3
2020-09-24,12:00:00,89.14659,V ugm-3
2020-09-24,13:00:00,72.07777,V ugm-3
2020-09-24,14:00:00,66.31264,V ugm-3
2020-09-24,15:00:00,59.81201,V ugm-3
2020-09-24,16:00:00,62.8519,V ugm-3
2020-09-24,17:00:00,105.95127,V ugm-3
2020-09-24,18:00:00,86.09178,V ugm-3
2020-09-24,19:00:00,84.61286,V ugm-3
2020-09-24,20:00:00,62.88091,V ugm-3
2020-09-24,21:00:00,63.63075,V ugm-3
2020-09-24,22:00:00,59.10482,V ugm-3
2020-09-24,23:00:00,56.07686,V ugm-3
2020-09-24,24:00:00,44.28613,V ugm-3
2020-09-25,01:00:00,20.89875,V ugm-3
2020-09-25,02:00:00,25.95312,V ugm-3
2020-09-25,03:00:00,30.26698,V ugm-3
2020-09-25,04:00:00,37.16182,V ugm-3
2020-09-25,05:00:00,52.5353,V ugm-3
2020-09-25,06:00:00,46.71504,V ugm-3
2020-09-25,07:00:00,63.29488,V ugm-3
2020-09-25,08:00:00,70.15107,V ugm-3
2020-09-25,09:00:00,76.65118,V ugm-3
2020-09-25,10:00:00,51.39508,V ugm-3
2020-09-25,11:00:00,61.23206,V ugm-3
2020-09-25,12:00:00,70.55713,V ugm-3
2020-09-25,13:00:00,50.12137,V ugm-3
2020-09-25,14:00:00,64.77568,V ugm-3
2020-09-25,15:00:00,58.51969,V ugm-3
2020-09-25,16:00:00,49.06244,V ugm-3
2020-09-25,17:00:00,62.08714,V ugm-3
2020-09-25,18:00:00,73.12792,V ugm-3
2020-09-25,19:00:00,57.44594,V ugm-3
2020-09-25,20:00:00,74.33981,V ugm-3
2020-09-25,21:00:00,71.23661,V ugm-3
2020-09-25,22:00:00,72.2372,V ugm-3
2020-09-25,23:00:00,59.9579,V ugm-3
2020-09-25,24:00:00,32.6668,V ugm-3
2020-09-26,01:00:00,21.81219,V ugm-3
2020-09-26,02:00:00,31.17723,V ugm-3
2020-09-26,03:00:00,19.35104,V ugm-3
2020-09-26,04:00:00,13.65344,V ugm-3
2020-09-26,05:00:00,21.84116,V ugm-3
2020-09-26,06:00:00,30.48872,V ugm-3
2020-09-26,07:00:00,58.70879,V ugm-3
2020-09-26,08:00:00,50.09823,V ugm-3
2020-09-26,09:00:00,49.38294,V ugm-3
2020-09-26,10:00:00,51.32153,V ugm-3
2020-09-26,11:00:00,55.27651,V ugm-3
2020-09-26,12:00:00,60.35177,V ugm-3
2020-09-26,13:00:00,57.01851,V ugm-3
2020-09-26,14:00:00,72.82542,V ugm-3
2020-09-26,15:00:00,54.34563,V ugm-3
2020-09-26,16:00:00,68.01913,V ugm-3
2020-09-26,17:00:00,84.27285,V ugm-3
2020-09-26,18:00:00,76.54544,V ugm-3
2020-09-26,19:00:00,74.5252,V ugm-3
2020-09-26,20:00:00,88.433,V ugm-3
2020-09-26,21:00:00,72.66778,V ugm-3
2020-09-26,22:00:00,77.43501,V ugm-3
2020-09-26,23:00:00,76.29617,V ugm-3
2020-09-26,24:00:00,46.48388,V ugm-3
2020-09-27,01:00:00,42.02029,V ugm-3
2020-09-27,02:00:00,38.99583,V ugm-3
2020-09-27,03:00:00,38.59022,V ugm-3
2020-09-27,04:00:00,30.6482,V ugm-3
2020-09-27,05:00:00,30.08094,V ugm-3
2020-09-27,06:00:00,16.83794,V ugm-3
2020-09-27,07:00:00,29.24457,V ugm-3
2020-09-27,08:00:00,22.49711,V ugm-3
2020-09-27,09:00:00,30.10604,V ugm-3
2020-09-27,10:00:00,39.94493,V ugm-3
2020-09-27,11:00:00,32.0922,V ugm-3
2020-09-27,12:00:00,39.44059,V ugm-3
2020-09-27,13:00:00,34.24266,V ugm-3
2020-09-27,14:00:00,29.18952,V ugm-3
2020-09-27,15:00:00,27.27941,V ugm-3
2020-09-27,16:00:00,30.60918,V ugm-3
2020-09-27,17:00:00,30.7555,V ugm-3
2020-09-27,18:00:00,51.8476,V ugm-3
2020-09-27,19:00:00,40.91479,V ugm-3
2020-09-27,20:00:00,38.33762,V ugm-3
2020-09-27,21:00:00,61.44443,V ugm-3
2020-09-27,22:00:00,76.34135,V ugm-3
2020-09-27,23:00:00,84.33647,V ugm-3
2020-09-27,24:00:00,50.47956,V ugm-3
2020-09-28,01:00:00,35.39361,V ugm-3
2020-09-28,02:00:00,27.28735,V ugm-3
2020-09-28,03:00:00,17.66811,V ugm-3
2020-09-28,04:00:00,20.84507,V ugm-3
2020-09-28,05:00:00,35.8966,V ugm-3
2020-09-28,06:00:00,33.36673,V ugm-3
2020-09-28,07:00:00,56.83938,V ugm-3
2020-09-28,08:00:00,86.45623,V ugm-3
2020-09-28,09:00:00,72.73016,V ugm-3
2020-09-28,10:00:00,78.61826,V ugm-3
2020-09-28,11:00:00,69.14281,V ugm-3
2020-09-28,12:00:00,52.74569,V ugm-3
2020-09-28,13:00:00,63.33095,V ugm-3
2020-09-28,14:00:00,57.78891,V ugm-3
2020-09-28,15:00:00,58.484,V ugm-3
2020-09-28,16:00:00,44.66203,V ugm-3
2020-09-28,17:00:00,56.91791,V ugm-3
2020-09-28,18:00:00,62.94091,V ugm-3
2020-09-28,19:00:00,46.38117,V ugm-3
2020-09-28,20:00:00,76.35711,V ugm-3
2020-09-28,21:00:00,66.03749,V ugm-3
2020-09-28,22:00:00,42.16177,V ugm-3
2020-09-28,23:00:00,37.63967,V ugm-3
2020-09-28,24:00:00,40.49985,V ugm-3
2020-09-29,01:00:00,31.97556,V ugm-3
2020-09-29,02:00:00,35.16598,V ugm-3
2020-09-29,03:00:00,25.65138,V ugm-3
2020-09-29,04:00:00,30.91655,V ugm-3
2020-09-29,05:00:00,35.62014,V ugm-3
2020-09-29,06:00:00,50.26621,V ugm-3
2020-09-29,07:00:00,70.03906,V ugm-3
2020-09-29,08:00:00,60.38698,V ugm-3
2020-09-29,09:00:00,91.91227,V ugm-3
2020-09-29,10:00:00,51.55647,V ugm-3
2020-09-29,11:00:00,60.18726,V ugm-3
2020-09-29,12:00:00,65.94816,V ugm-3
2020-09-29,13:00:00,46.6162,V ugm-3
2020-09-29,14:00:00,34.54683,V ugm-3
2020-09-29,15:00:00,28.48158,V ugm-3
2020-09-29,16:00:00,51.72349,V ugm-3
2020-09-29,17:00:00,39.63329,V ugm-3
2020-09-29,18:00:00,70.63781,V ugm-3
2020-09-29,19:00:00,75.75321,V ugm-3
2020-09-29,20:00:00,33.00133,V ugm-3
2020-09-29,21:00:00,50.25451,V ugm-3
2020-09-29,22:00:00,27.61499,V ugm-3
2020-09-29,23:00:00,16.03687,V ugm-3
2020-09-29,24:00:00,35.47193,V ugm-3
2020-09-30,01:00:00,14.50546,V ugm-3
2020-09-30,02:00:00,6.20726,V ugm-3
2020-09-30,03:00:00,7.50083,V ugm-3
2020-09-30,04:00:00,6.91054,V ugm-3
2020-09-30,05:00:00,17.44477,V ugm-3
2020-09-30,06:00:00,49.44181,V ugm-3
2020-09-30,07:00:00,69.79678,V ugm-3
2020-09-30,08:00:00,74.02991,V ugm-3
2020-09-30,09:00:00,64.5229,V ugm-3
2020-09-30,10:00:00,71.27322,V ugm-3
2020-09-30,11:00:00,54.51511,V ugm-3
2020-09-30,12:00:00,38.15594,V ugm-3
2020-09-30,13:00:00,44.44221,V ugm-3
2020-09-30,14:00:00,60.24339,V ugm-3
2020-09-30,15:00:00,58.86642,V ugm-3
2020-09-30,16:00:00,49.02542,V ugm-3
2020-09-30,17:00:00,46.36073,V ugm-3
2020-09-30,18:00:00,39.09232,V ugm-3
2020-09-30,19:00:00,36.03166,V ugm-3
2020-09-30,20:00:00,27.03434,V ugm-3
2020-09-30,21:00:00,33.61283,V ugm-3
2020-09-30,22:00:00,31.67791,V ugm-3
2020-09-30,23:00:00,23.44884,V ugm-3
2020-09-30,24:00:00,19.59754,V ugm-3
2020-10-01,01:00:00,15.60077,V ugm-3
2020-10-01,02:00:00,12.60689,V ugm-3
2020-10-01,03:00:00,9.60276,V ugm-3
2020-10-01,04:00:00,10.0402,V ugm-3
2020-10-01,05:00:00,21.8982,V ugm-3
2020-10-01,06:00:00,39.7386,V ugm-3
2020-10-01,07:00:00,67.80265,V ugm-3
2020-10-01,08:00:00,49.92729,V ugm-3
2020-10-01,09:00:00,50.30899,V ugm-3
2020-10-01,10:00:00,46.45898,V ugm-3
2020-10-01,11:00:00,37.59505,V ugm-3
2020-10-01,12:00:00,44.82147,V ugm-3
2020-10-01,13:00:00,39.16528,V ugm-3
2020-10-01,14:00:00,48.67829,V ugm-3
2020-10-01,15:00:00,68.85667,V ugm-3
2020-10-01,16:00:00,40.76226,V ugm-3
2020-10-01,17:00:00,37.5269,V ugm-3
2020-10-01,18:00:00,62.20477,V ugm-3
2020-10-01,19:00:00,52.18912,V ugm-3
2020-10-01,20:00:00,60.18694,V ugm-3
2020-10-01,21:00:00,66.36958,V ugm-3
2020-10-01,22:00:00,72.42789,V ugm-3
2020-10-01,23:00:00,78.52331,V ugm-3
2020-10-01,24:00:00,50.80487,V ugm-3
2020-10-02,01:00:00,36.95147,V ugm-3
2020-10-02,02:00:00,29.58779,V ugm-3
2020-10-02,03:00:00,25.02569,V ugm-3
2020-10-02,04:00:00,25.86258,V ugm-3
2020-10-02,05:00:00,29.54391,V ugm-3
2020-10-02,06:00:00,52.8767,V ugm-3
2020-10-02,07:00:00,68.03109,V ugm-3
2020-10-02,08:00:00,48.95418,V ugm-3
2020-10-02,09:00:00,64.23414,V ugm-3
2020-10-02,10:00:00,76.49062,V ugm-3
2020-10-02,11:00:00,No data,V ugm-3
2020-10-02,12:00:00,38.5626,V ugm-3
2020-10-02,13:00:00,36.01667,V ugm-3
2020-10-02,14:00:00,71.69486,V ugm-3
2020-10-02,15:00:00,64.08857,V ugm-3
2020-10-02,16:00:00,69.39614,V ugm-3
2020-10-02,17:00:00,122.50371,V ugm-3
2020-10-02,18:00:00,89.50427,V ugm-3
2020-10-02,19:00:00,85.67787,V ugm-3
2020-10-02,20:00:00,88.55288,V ugm-3
2020-10-02,21:00:00,90.87966,V ugm-3
2020-10-02,22:00:00,95.18312,V ugm-3
2020-10-02,23:00:00,71.05581,V ugm-3
2020-10-02,24:00:00,51.13679,V ugm-3
2020-10-03,01:00:00,49.58453,V ugm-3
2020-10-03,02:00:00,36.85885,V ugm-3
2020-10-03,03:00:00,30.50031,V ugm-3
2020-10-03,04:00:00,26.85897,V ugm-3
2020-10-03,05:00:00,33.46397,V ugm-3
2020-10-03,06:00:00,34.72597,V ugm-3
2020-10-03,07:00:00,62.279,V ugm-3
2020-10-03,08:00:00,52.19562,V ugm-3
2020-10-03,09:00:00,57.1272,V ugm-3
2020-10-03,10:00:00,68.54115,V ugm-3
2020-10-03,11:00:00,75.67954,V ugm-3
2020-10-03,12:00:00,96.86944,V ugm-3
2020-10-03,13:00:00,60.90907,V ugm-3
2020-10-03,14:00:00,71.92373,V ugm-3
2020-10-03,15:00:00,64.06776,V ugm-3
2020-10-03,16:00:00,63.43074,V ugm-3
2020-10-03,17:00:00,69.11686,V ugm-3
2020-10-03,18:00:00,74.98951,V ugm-3
2020-10-03,19:00:00,79.35828,V ugm-3
2020-10-03,20:00:00,63.31403,V ugm-3
2020-10-03,21:00:00,71.83694,V ugm-3
2020-10-03,22:00:00,54.9522,V ugm-3
2020-10-03,23:00:00,51.76083,V ugm-3
2020-10-03,24:00:00,37.15914,V ugm-3
2020-10-04,01:00:00,21.98037,V ugm-3
2020-10-04,02:00:00,8.44417,V ugm-3
2020-10-04,03:00:00,10.80614,V ugm-3
2020-10-04,04:00:00,6.38372,V ugm-3
2020-10-04,05:00:00,13.29425,V ugm-3
2020-10-04,06:00:00,25.84214,V ugm-3
2020-10-04,07:00:00,27.63696,V ugm-3
2020-10-04,08:00:00,41.49084,V ugm-3
2020-10-04,09:00:00,48.16723,V ugm-3
2020-10-04,10:00:00,42.72911,V ugm-3
2020-10-04,11:00:00,64.41688,V ugm-3
2020-10-04,12:00:00,49.74217,V ugm-3
2020-10-04,13:00:00,60.06365,V ugm-3
2020-10-04,14:00:00,56.00074,V ugm-3
2020-10-04,15:00:00,71.68166,V ugm-3
2020-10-04,16:00:00,61.66607,V ugm-3
2020-10-04,17:00:00,101.20163,V ugm-3
2020-10-04,18:00:00,87.59789,V ugm-3
2020-10-04,19:00:00,69.91066,V ugm-3
2020-10-04,20:00:00,76.03485,V ugm-3
2020-10-04,21:00:00,69.81415,V ugm-3
2020-10-04,22:00:00,79.90159,V ugm-3
2020-10-04,23:00:00,60.90231,V ugm-3
2020-10-04,24:00:00,51.57773,V ugm-3
2020-10-05,01:00:00,46.74563,V ugm-3
2020-10-05,02:00:00,43.3832,V ugm-3
2020-10-05,03:00:00,35.89002,V ugm-3
2020-10-05,04:00:00,37.60743,V ugm-3
2020-10-05,05:00:00,50.98594,V ugm-3
2020-10-05,06:00:00,60.34658,V ugm-3
2020-10-05,07:00:00,65.35676,V ugm-3
2020-10-05,08:00:00,74.37067,V ugm-3
2020-10-05,09:00:00,74.39836,V ugm-3
2020-10-05,10:00:00,67.77892,V ugm-3
2020-10-05,11:00:00,64.76048,V ugm-3
2020-10-05,12:00:00,55.93373,V ugm-3
2020-10-05,13:00:00,66.5104,V ugm-3
2020-10-05,14:00:00,60.8866,V ugm-3
2020-10-05,15:00:00,58.3802,V ugm-3
2020-10-05,16:00:00,68.31825,V ugm-3
2020-10-05,17:00:00,86.97108,V ugm-3
2020-10-05,18:00:00,98.23153,V ugm-3
2020-10-05,19:00:00,81.3785,V ugm-3
2020-10-05,20:00:00,80.30431,V ugm-3
2020-10-05,21:00:00,51.9412,V ugm-3
2020-10-05,22:00:00,43.22633,V ugm-3
2020-10-05,23:00:00,32.34541,V ugm-3
2020-10-05,24:00:00,25.56392,V ugm-3
2020-10-06,01:00:00,17.86707,V ugm-3
2020-10-06,02:00:00,10.37749,V ugm-3
2020-10-06,03:00:00,12.76023,V ugm-3
2020-10-06,04:00:00,11.77424,V ugm-3
2020-10-06,05:00:00,26.04413,V ugm-3
2020-10-06,06:00:00,45.31995,V ugm-3
2020-10-06,07:00:00,64.50581,V ugm-3
2020-10-06,08:00:00,73.79062,V ugm-3
2020-10-06,09:00:00,62.0098,V ugm-3
2020-10-06,10:00:00,46.0671,V ugm-3
2020-10-06,11:00:00,53.50797,V ugm-3
2020-10-06,12:00:00,46.13825,V ugm-3
2020-10-06,13:00:00,39.55979,V ugm-3
2020-10-06,14:00:00,34.87581,V ugm-3
2020-10-06,15:00:00,43.63565,V ugm-3
2020-10-06,16:00:00,55.69145,V ugm-3
2020-10-06,17:00:00,47.03687,V ugm-3
2020-10-06,18:00:00,49.93233,V ugm-3
2020-10-06,19:00:00,56.73671,V ugm-3
2020-10-06,20:00:00,36.82224,V ugm-3
2020-10-06,21:00:00,24.0762,V ugm-3
2020-10-06,22:00:00,26.2449,V ugm-3
2020-10-06,23:00:00,43.37926,V ugm-3
2020-10-06,24:00:00,11.96859,V ugm-3
2020-10-07,01:00:00,5.78655,V ugm-3
2020-10-07,02:00:00,4.6043,V ugm-3
2020-10-07,03:00:00,5.27914,V ugm-3
2020-10-07,04:00:00,3.89753,V ugm-3
2020-10-07,05:00:00,16.02427,V ugm-3
2020-10-07,06:00:00,23.06474,V ugm-3
2020-10-07,07:00:00,35.63145,V ugm-3
2020-10-07,08:00:00,49.65535,V ugm-3
2020-10-07,09:00:00,48.39399,V ugm-3
2020-10-07,10:00:00,40.8941,V ugm-3
2020-10-07,11:00:00,38.67738,V ugm-3
2020-10-07,12:00:00,39.2533,V ugm-3
2020-10-07,13:00:00,29.8565,V ugm-3
2020-10-07,14:00:00,26.26004,V ugm-3
2020-10-07,15:00:00,31.68126,V ugm-3
2020-10-07,16:00:00,38.39923,V ugm-3
2020-10-07,17:00:00,47.84021,V ugm-3
2020-10-07,18:00:00,63.86713,V ugm-3
2020-10-07,19:00:00,39.04881,V ugm-3
2020-10-07,20:00:00,30.62625,V ugm-3
2020-10-07,21:00:00,35.78997,V ugm-3
2020-10-07,22:00:00,41.00441,V ugm-3
2020-10-07,23:00:00,36.6453,V ugm-3
2020-10-07,24:00:00,43.77255,V ugm-3
2020-10-08,01:00:00,47.87434,V ugm-3
2020-10-08,02:00:00,31.6845,V ugm-3
2020-10-08,03:00:00,25.93913,V ugm-3
2020-10-08,04:00:00,27.96544,V ugm-3
2020-10-08,05:00:00,35.4108,V ugm-3
2020-10-08,06:00:00,37.06431,V ugm-3
2020-10-08,07:00:00,36.84933,V ugm-3
2020-10-08,08:00:00,50.92303,V ugm-3
2020-10-08,09:00:00,47.13348,V ugm-3
2020-10-08,10:00:00,48.44687,V ugm-3
2020-10-08,11:00:00,42.73726,V ugm-3
2020-10-08,12:00:00,35.59037,V ugm-3
2020-10-08,13:00:00,40.97211,V ugm-3
2020-10-08,14:00:00,36.63632,V ugm-3
2020-10-08,15:00:00,35.46338,V ugm-3
2020-10-08,16:00:00,57.26348,V ugm-3
2020-10-08,17:00:00,50.36021,V ugm-3
2020-10-08,18:00:00,48.4411,V ugm-3
2020-10-08,19:00:00,53.66352,V ugm-3
2020-10-08,20:00:00,63.81598,V ugm-3
2020-10-08,21:00:00,50.89343,V ugm-3
2020-10-08,22:00:00,47.21951,V ugm-3
2020-10-08,23:00:00,23.74574,V ugm-3
2020-10-08,24:00:00,10.61692,V ugm-3
2020-10-09,01:00:00,4.15448,V ugm-3
2020-10-09,02:00:00,5.47575,V ugm-3
2020-10-09,03:00:00,4.70095,V ugm-3
2020-10-09,04:00:00,6.92758,V ugm-3
2020-10-09,05:00:00,17.11711,V ugm-3
2020-10-09,06:00:00,30.91594,V ugm-3
2020-10-09,07:00:00,65.29181,V ugm-3
2020-10-09,08:00:00,70.47246,V ugm-3
2020-10-09,09:00:00,52.82254,V ugm-3
2020-10-09,10:00:00,46.94108,V ugm-3
2020-10-09,11:00:00,45.60081,V ugm-3
2020-10-09,12:00:00,33.82559,V ugm-3
2020-10-09,13:00:00,37.23676,V ugm-3
2020-10-09,14:00:00,45.99147,V ugm-3
2020-10-09,15:00:00,54.4256,V ugm-3
2020-10-09,16:00:00,43.81773,V ugm-3
2020-10-09,17:00:00,46.46745,V ugm-3
2020-10-09,18:00:00,54.3652,V ugm-3
2020-10-09,19:00:00,51.8442,V ugm-3
2020-10-09,20:00:00,56.29638,V ugm-3
2020-10-09,21:00:00,66.62624,V ugm-3
2020-10-09,22:00:00,45.65932,V ugm-3
2020-10-09,23:00:00,37.83518,V ugm-3
2020-10-09,24:00:00,24.83659,V ugm-3
2020-10-10,01:00:00,36.00894,V ugm-3
2020-10-10,02:00:00,12.62037,V ugm-3
2020-10-10,03:00:00,14.42079,V ugm-3
2020-10-10,04:00:00,18.08641,V ugm-3
2020-10-10,05:00:00,20.01959,V ugm-3
2020-10-10,06:00:00,20.06718,V ugm-3
2020-10-10,07:00:00,36.0709,V ugm-3
2020-10-10,08:00:00,55.82764,V ugm-3
2020-10-10,09:00:00,59.68667,V ugm-3
2020-10-10,10:00:00,45.91297,V ugm-3
2020-10-10,11:00:00,38.93108,V ugm-3
2020-10-10,12:00:00,28.77877,V ugm-3
2020-10-10,13:00:00,43.48993,V ugm-3
2020-10-10,14:00:00,33.43491,V ugm-3
2020-10-10,15:00:00,31.79755,V ugm-3
2020-10-10,16:00:00,28.77671,V ugm-3
2020-10-10,17:00:00,34.32417,V ugm-3
2020-10-10,18:00:00,39.1163,V ugm-3
2020-10-10,19:00:00,40.66626,V ugm-3
2020-10-10,20:00:00,40.37497,V ugm-3
2020-10-10,21:00:00,30.2738,V ugm-3
2020-10-10,22:00:00,45.18288,V ugm-3
2020-10-10,23:00:00,43.14951,V ugm-3
2020-10-10,24:00:00,23.53422,V ugm-3
2020-10-11,01:00:00,17.53558,V ugm-3
2020-10-11,02:00:00,12.17565,V ugm-3
2020-10-11,03:00:00,14.19392,V ugm-3
2020-10-11,04:00:00,23.72261,V ugm-3
2020-10-11,05:00:00,15.98029,V ugm-3
2020-10-11,06:00:00,35.03759,V ugm-3
2020-10-11,07:00:00,35.87901,V ugm-3
2020-10-11,08:00:00,63.67004,V ugm-3
2020-10-11,09:00:00,47.04525,V ugm-3
2020-10-11,10:00:00,33.7947,V ugm-3
2020-10-11,11:00:00,37.02149,V ugm-3
2020-10-11,12:00:00,35.18493,V ugm-3
2020-10-11,13:00:00,30.37084,V ugm-3
2020-10-11,14:00:00,33.59547,V ugm-3
2020-10-11,15:00:00,35.33475,V ugm-3
2020-10-11,16:00:00,43.32454,V ugm-3
2020-10-11,17:00:00,38.36209,V ugm-3
2020-10-11,18:00:00,44.51564,V ugm-3
2020-10-11,19:00:00,39.45401,V ugm-3
2020-10-11,20:00:00,26.10401,V ugm-3
2020-10-11,21:00:00,32.35703,V ugm-3
2020-10-11,22:00:00,32.95157,V ugm-3
2020-10-11,23:00:00,25.20943,V ugm-3
2020-10-11,24:00:00,18.26323,V ugm-3
2020-10-12,01:00:00,13.71774,V ugm-3
2020-10-12,02:00:00,15.04356,V ugm-3
2020-10-12,03:00:00,14.46434,V ugm-3
2020-10-12,04:00:00,16.50156,V ugm-3
2020-10-12,05:00:00,28.093,V ugm-3
2020-10-12,06:00:00,39.03717,V ugm-3
2020-10-12,07:00:00,89.07372,V ugm-3
2020-10-12,08:00:00,56.95943,V ugm-3
2020-10-12,09:00:00,71.91621,V ugm-3
2020-10-12,10:00:00,47.46329,V ugm-3
